TRANSACTION_DT,CUSTOMER_ID,AGE_GROUP,PIN_CODE,PRODUCT_SUBCLASS,PRODUCT_ID,AMOUNT,ASSET,SALES_PRICE
11/1/2000,1634518,30-34,115,110411,4710109770396,1,24,33
11/1/2000,2091235,25-29,115,100511,4710095915900,3,57,75
11/1/2000,2079127,<25,115,100312,4710022237501,1,13,18
11/1/2000,1752878,>65,115,130106,4710583996008,1,18,29
11/1/2000,1908015,60-64,115,100102,40000015314,2,70,78
11/1/2000,2117812,<25,106,100511,753092828884,1,31,42
11/1/2000,1515077,30-34,115,130206,4710339000027,1,50,65
11/1/2000,841771,40-44,115,110507,4710172020077,1,19,23
11/1/2000,2078700,30-34,Others,120101,4710011411479,1,73,90
11/1/2000,841771,40-44,115,110505,20000102818,1,139,138
11/1/2000,841771,40-44,115,120101,4710093080075,2,202,238
11/1/2000,595384,35-39,115,130204,4710088434692,1,114,125
11/1/2000,1515077,30-34,115,500402,4710424703024,2,70,94
11/1/2000,164252,50-54,115,130315,4714981010038,2,56,48
11/1/2000,349857,55-59,115,110217,4710871000165,1,135,145
11/1/2000,841771,40-44,115,100308,4710189600309,1,200,235
11/1/2000,841771,40-44,115,110506,4710189634021,1,57,68
11/1/2000,164252,50-54,115,110401,4710088410733,2,88,110
11/1/2000,2068176,<25,221,560335,5010415580788,1,70,99
11/1/2000,2057583,45-49,Others,712902,8888021200256,1,87,170
11/1/2000,1858457,25-29,115,110411,4710085120628,2,40,38
11/1/2000,841771,40-44,115,110506,4710189830683,1,52,68
11/1/2000,2078700,30-34,Others,110505,20000112794,2,62,74
11/1/2000,595384,35-39,115,100314,4710467551224,2,84,116
11/1/2000,349857,55-59,115,110507,4710010020054,2,42,50
11/1/2000,349857,55-59,115,110504,4710626112013,1,23,27
11/1/2000,595384,35-39,115,100407,8888215880134,2,200,190
11/1/2000,2057583,45-49,Others,110402,4710088414328,1,53,63
11/1/2000,445498,50-54,115,110117,4710063031144,2,114,116
11/1/2000,955188,45-49,115,130315,4714981010038,2,56,48
11/1/2000,955188,45-49,115,110401,4710088410139,6,258,234
11/1/2000,445498,50-54,115,110119,4711258001256,1,28,29
11/1/2000,841771,40-44,115,110507,4710082016009,1,18,23
11/1/2000,1846942,,Unknown,110509,4717101101265,6,120,136
11/1/2000,539494,50-54,115,110401,4710088410139,1,43,39
11/1/2000,1293708,30-34,115,100427,4711459501104,1,125,179
11/1/2000,1448818,40-44,Unknown,100312,37000329169,1,38,47
11/1/2000,721127,45-49,115,110405,4712598000015,1,37,47
11/1/2000,2068176,<25,221,590311,4715890102180,1,27,39
11/1/2000,58698,35-39,115,130201,4710105010168,1,45,53
11/1/2000,595384,35-39,115,110603,4710254011627,1,89,105
11/1/2000,841771,40-44,115,110504,4710323168016,2,34,40
11/1/2000,841771,40-44,115,100216,9556023331528,1,53,69
11/1/2000,58698,35-39,115,130204,4710105010182,1,48,54
11/1/2000,2122045,30-34,115,120103,4710011406123,1,23,29
11/1/2000,841771,40-44,115,100216,9556023331542,3,159,207
11/1/2000,955188,45-49,115,110119,4711258001256,2,56,58
11/1/2000,58698,35-39,115,110401,4710110910149,1,53,64
11/1/2000,2068176,<25,221,560402,8712045000465,1,209,239
11/1/2000,595384,35-39,115,130106,4710583300089,1,41,53
11/1/2000,2122045,30-34,115,120104,4710030343508,1,78,78
11/1/2000,1931976,30-34,115,130315,4714981010038,1,28,23
11/1/2000,595384,35-39,115,130315,4714981010038,1,28,24
11/1/2000,164252,50-54,115,130207,4710105051017,1,14,18
11/1/2000,58698,35-39,115,130206,20560126,1,47,54
11/1/2000,164252,50-54,115,130206,4710339031175,1,52,66
11/1/2000,1448818,40-44,Unknown,731201,4714072300369,1,85,119
11/1/2000,841771,40-44,115,110504,4710626111511,1,23,27
11/1/2000,58698,35-39,115,120109,4710011430517,1,36,48
11/1/2000,1858457,25-29,115,110401,4710249002005,1,40,55
11/1/2000,445498,50-54,115,120103,4710572001249,1,21,26
11/1/2000,164252,50-54,115,110118,4710685444377,1,69,80
11/1/2000,1840292,40-44,115,110411,4710085172702,1,20,19
11/1/2000,1448818,40-44,Unknown,731201,4714072300352,1,111,145
11/1/2000,1293708,30-34,115,110502,4710626111450,2,122,162
11/1/2000,1448818,40-44,Unknown,712902,8888021200133,2,156,190
11/1/2000,2078700,30-34,Others,100303,4710189810340,2,76,96
11/1/2000,841771,40-44,115,130101,4710063341090,1,19,24
11/1/2000,1858457,25-29,115,120115,4711369000018,1,133,135
11/1/2000,2068176,<25,221,110411,4710008212133,1,13,17
11/1/2000,1840292,40-44,115,110411,4710085120093,1,20,19
11/1/2000,595384,35-39,115,110136,4710088410207,1,44,55
11/1/2000,1448818,40-44,Unknown,731201,4714072300437,1,47,65
11/1/2000,721127,45-49,115,130106,4711022100017,1,17,21
11/1/2000,595384,35-39,115,130401,4710057870124,1,90,110
11/1/2000,445498,50-54,115,110401,4710199010174,1,45,55
11/1/2000,1448818,40-44,Unknown,100508,4710421090059,5,60,95
11/1/2000,2078700,30-34,Others,520473,4945680315821,1,175,256
11/1/2000,2057583,45-49,Others,130208,4710088436207,1,15,19
11/1/2000,955188,45-49,115,110507,4710192229917,1,57,72
11/1/2000,2078700,30-34,Others,120101,4710011411424,1,73,90
11/1/2000,2068176,<25,221,560311,5010415081155,1,77,109
11/1/2000,2068176,<25,221,110411,4710934900685,1,14,18
11/1/2000,2078700,30-34,Others,100205,4710176012047,1,14,18
11/1/2000,1293708,30-34,115,100516,4067800027350,1,115,138
11/1/2000,1448818,40-44,Unknown,560204,4710032501791,1,59,90
11/1/2000,1931976,30-34,115,120101,4710126092822,2,166,218
11/1/2000,58698,35-39,115,120109,4713154428281,1,25,33
11/1/2000,595384,35-39,115,100416,8888240001399,1,116,155
11/1/2000,841771,40-44,115,110507,723125488095,2,210,270
11/1/2000,595384,35-39,115,110410,4710088410450,1,9,12
11/1/2000,2078700,30-34,Others,100216,89782019073,1,21,28
11/1/2000,721127,45-49,115,110504,4710323168238,1,20,25
11/1/2000,1840292,40-44,115,110411,4710085172696,2,40,38
11/1/2000,841771,40-44,115,110505,4711448002407,1,30,38
11/1/2000,2078700,30-34,Others,110517,4710057510112,1,60,75
11/1/2000,841771,40-44,115,130315,4714981010038,3,84,72
11/1/2000,445498,50-54,115,120103,4710572001256,1,21,26
11/1/2000,2057583,45-49,Others,100213,4891996000190,1,22,29
11/1/2000,2057583,45-49,Others,130208,4710088436665,1,15,19
11/1/2000,2122045,30-34,115,120103,4710011401135,1,23,29
11/1/2000,1882193,30-34,221,130201,4710105051123,1,15,20
11/1/2000,721127,45-49,115,110401,4710088410733,1,44,55
11/1/2000,2057583,45-49,Others,100207,4710047502011,2,14,18
11/1/2000,841771,40-44,115,110510,76277108893,2,36,48
11/1/2000,1931976,30-34,115,110508,4719474000244,1,83,103
11/1/2000,1882193,30-34,221,100312,37000445111,1,38,47
11/1/2000,164252,50-54,115,130106,4710583350718,1,10,13
11/1/2000,2068176,<25,221,110411,4710008212157,1,13,17
11/1/2000,2057583,45-49,Others,100213,4891996338330,1,22,29
11/1/2000,841771,40-44,115,130206,20557003,1,99,118
11/1/2000,1448818,40-44,Unknown,100312,37000440147,1,38,47
11/1/2000,1293708,30-34,115,130204,4710105015125,1,94,106
11/1/2000,955188,45-49,115,110502,4710012722512,1,37,48
11/1/2000,2068176,<25,221,560334,5010415080035,1,85,119
11/1/2000,1515077,30-34,115,520425,4714563064121,2,80,114
11/1/2000,841771,40-44,115,110502,4710167111018,1,86,85
11/1/2000,164252,50-54,115,110506,4710010010017,1,123,149
11/1/2000,2068176,<25,221,320202,4715398208339,3,120,147
11/1/2000,445498,50-54,115,120103,4710572001218,2,42,52
11/1/2000,1448818,40-44,Unknown,100505,4710594412009,1,25,32
11/1/2000,539494,50-54,115,130315,4714981010038,2,56,48
11/1/2000,2078700,30-34,Others,100205,4710176016045,1,14,18
11/1/2000,841771,40-44,115,110217,4710265847666,3,540,405
11/1/2000,1858457,25-29,115,130206,4711080010112,1,34,40
11/1/2000,721127,45-49,115,110401,4710199010778,1,42,50
11/1/2000,2068176,<25,221,560334,5010415080455,1,135,189
11/1/2000,349857,55-59,115,110401,4710088410139,1,43,39
11/1/2000,841771,40-44,115,110518,4710626844259,1,79,75
11/1/2000,164252,50-54,115,130204,4710121023302,1,60,89
11/1/2000,841771,40-44,115,130206,4710105010724,2,114,138
11/1/2000,349857,55-59,115,100110,4902750657571,1,120,169
11/1/2000,841771,40-44,115,100513,4710095987402,1,85,83
11/1/2000,2123486,55-59,221,130207,4710105051017,2,28,36
11/1/2000,841771,40-44,115,120101,4711684600566,2,260,310
11/1/2000,2078700,30-34,Others,130205,4710063413803,1,47,68
11/1/2000,1448818,40-44,Unknown,100211,4710307000189,2,32,44
11/1/2000,1515077,30-34,115,120115,4711369000018,1,133,135
11/1/2000,841771,40-44,115,130304,47100312,4,32,44
11/1/2000,1448818,40-44,Unknown,712902,8888021200140,1,91,120
11/1/2000,2122045,30-34,115,120103,4719090702034,1,151,220
11/1/2000,2068176,<25,221,500903,4713577920119,1,47,69
11/1/2000,2057583,45-49,Others,100205,4710283170111,1,59,70
11/1/2000,841771,40-44,115,110401,4710088410139,3,129,117
11/1/2000,2123486,55-59,221,130203,4710105051062,1,14,18
11/1/2000,1448818,40-44,Unknown,712902,41333213019,2,184,240
11/1/2000,1840292,40-44,115,110411,4710085120628,2,40,38
11/1/2000,2057583,45-49,Others,110605,4710254015021,1,34,42
11/1/2000,1448818,40-44,Unknown,712902,41333214016,1,64,85
11/1/2000,2122045,30-34,115,120103,4710572001256,1,21,26
11/1/2000,75275,45-49,115,110402,4710088414038,8,368,365
11/1/2000,101981,45-49,115,110411,4710110241175,1,31,37
11/1/2000,101981,45-49,115,100205,4710176016045,1,14,17
11/1/2000,101981,45-49,115,130316,4710998000505,1,20,23
11/1/2000,101981,45-49,115,100323,4710298990759,1,36,41
11/1/2000,101981,45-49,115,110411,4710199011874,8,248,288
11/1/2000,1842463,40-44,115,560336,4710091110866,4,304,388
11/1/2000,1442885,45-49,115,110136,4710008241218,2,44,64
11/1/2000,1842463,40-44,115,130106,4710583350718,2,20,26
11/1/2000,101981,45-49,115,100205,4710096000322,2,30,34
11/1/2000,101981,45-49,115,110507,4710172030083,1,22,27
11/1/2000,1460735,35-39,115,110136,4710088410207,1,44,55
11/1/2000,101981,45-49,115,100305,4710852001013,1,35,43
11/1/2000,1460735,35-39,115,110404,4710175566152,1,13,16
11/1/2000,101981,45-49,115,120109,4710011414012,2,50,60
11/1/2000,543927,60-64,115,110118,4710012142136,1,31,38
11/1/2000,543927,60-64,115,110508,9300644131735,2,54,68
11/1/2000,426053,40-44,115,130315,4714981010038,3,84,68
11/1/2000,101981,45-49,115,110109,4710126392199,1,74,88
11/1/2000,1442885,45-49,115,500804,9310022530401,1,185,179
11/1/2000,1442885,45-49,115,500804,9310022862601,1,23,27
11/1/2000,101981,45-49,115,100323,4710298990742,1,36,41
11/1/2000,1442885,45-49,115,110119,4711258001256,2,56,58
11/1/2000,1398014,,115,130315,4714981010038,1,28,24
11/1/2000,1442885,45-49,115,500804,93370868,5,95,120
11/1/2000,101981,45-49,115,130305,614632350015,1,55,69
11/1/2000,1442885,45-49,115,110411,4710199013298,2,62,76
11/1/2000,1442885,45-49,115,500804,9310022735004,1,23,27
11/1/2000,101981,45-49,115,100314,4711767670103,2,90,110
11/1/2000,101981,45-49,115,100205,8801019931536,4,188,208
11/1/2000,543927,60-64,115,120107,4710151200148,1,92,109
11/1/2000,1460735,35-39,115,100208,4710144204443,1,79,85
11/1/2000,101981,45-49,115,110506,4710167116020,1,122,138
11/1/2000,300285,35-39,221,100305,4710362010482,1,34,45
11/1/2000,1991741,30-34,115,100202,4710861100028,1,15,18
11/1/2000,1991741,30-34,115,110411,4710085120628,1,20,19
11/1/2000,101981,45-49,115,110502,4710012722512,1,37,45
11/1/2000,1442885,45-49,115,110332,4712031000350,1,69,68
11/1/2000,1460735,35-39,115,120104,4710030650057,1,78,78
11/1/2000,1398014,,115,130306,4972045179705,2,112,150
11/1/2000,1442885,45-49,115,110136,4710008241119,3,66,96
11/1/2000,2146850,<25,115,110108,4710095370235,1,102,99
11/1/2000,543927,60-64,115,120101,4710126092822,1,83,115
11/1/2000,1460735,35-39,115,120103,4711524000600,1,32,39
11/1/2000,101981,45-49,115,110411,4710110241076,1,31,37
11/1/2000,426053,40-44,115,110401,4710088410733,1,44,53
11/1/2000,2146850,<25,115,100205,4710247005237,1,59,61
11/1/2000,101981,45-49,115,100516,4901411157719,1,202,208
11/1/2000,426053,40-44,115,110401,4710110510523,1,45,47
11/1/2000,1442885,45-49,115,110401,4710088410139,2,86,78
11/1/2000,1460735,35-39,115,120103,4710011432825,1,26,28
11/1/2000,1442885,45-49,115,500202,4710908111116,1,99,105
11/1/2000,1460735,35-39,115,120103,4710011432856,1,26,28
11/1/2000,1442885,45-49,115,110411,4710085120093,1,20,19
11/1/2000,2146850,<25,115,110118,4710012142136,1,31,36
11/1/2000,1460735,35-39,115,100422,4710967900232,1,49,60
11/1/2000,95907,35-39,115,110411,4710085120093,3,60,57
11/1/2000,1202335,40-44,115,120103,4710857000028,1,38,36
11/1/2000,2080246,30-34,115,130401,4710057870124,1,90,110
11/1/2000,1202335,40-44,115,110410,4710088411440,1,40,46
11/1/2000,336796,45-49,115,110518,4710626844358,1,79,75
11/1/2000,689168,55-59,115,130107,4711686006106,1,35,45
11/1/2000,95907,35-39,115,110411,4710085172696,3,60,57
11/1/2000,1664379,35-39,115,120103,4711524000891,1,23,25
11/1/2000,1673524,50-54,115,500206,4006670360150,1,69,85
11/1/2000,2080246,30-34,115,110217,4710871000165,1,135,145
11/1/2000,689168,55-59,115,130103,4710583910004,2,54,70
11/1/2000,689168,55-59,115,130106,4710583996008,1,18,29
11/1/2000,1846225,,Unknown,120103,4710011401135,1,23,28
11/1/2000,1429534,45-49,115,120103,4711524000617,1,17,21
11/1/2000,1846607,,Unknown,130206,4710101203113,1,54,63
11/1/2000,392433,,115,730103,4714072602760,1,28,39
11/1/2000,1846607,,Unknown,130308,4710290003082,1,34,43
11/1/2000,1202335,40-44,115,120103,4710011409056,1,23,27
11/1/2000,1254334,40-44,115,100511,4710632002445,1,17,21
11/1/2000,2052472,,Unknown,110411,4710085120628,2,40,38
11/1/2000,1202335,40-44,115,712901,4714706813043,1,72,90
11/1/2000,1846607,,Unknown,100201,4710047501038,1,15,17
11/1/2000,2074078,45-49,106,110411,4710088412218,1,29,38
11/1/2000,1846225,,Unknown,120103,4710011401142,1,23,28
11/1/2000,95907,35-39,115,110411,4710088412966,2,40,47
11/1/2000,1254334,40-44,115,100315,4710057110046,1,31,35
11/1/2000,2080246,30-34,115,130205,4710088433305,2,22,26
11/1/2000,1846607,,Unknown,100208,4710144202128,1,79,81
11/1/2000,1673524,50-54,115,500309,2250028000416,1,17,25
11/1/2000,1202335,40-44,115,100312,37000442127,1,38,45
11/1/2000,1254334,40-44,115,100511,4710085150328,1,8,16
11/1/2000,1846607,,Unknown,130206,4710101203311,1,54,63
11/2/2000,196765,55-59,115,110403,4710175565131,1,27,28
11/2/2000,25805,30-34,115,110401,4710249002029,1,40,52
11/2/2000,1451115,30-34,110,760592,4717265888149,1,48,68
11/2/2000,1093476,45-49,115,712901,8888021100624,1,114,142
11/2/2000,1033380,45-49,221,110118,4710685444377,2,138,152
11/2/2000,911306,>65,110,130206,4711080010112,4,136,160
11/2/2000,1380934,60-64,105,100513,4710095987402,4,340,332
11/2/2000,1557824,40-44,110,100310,4711918030084,1,60,75
11/2/2000,1227048,35-39,221,110117,4710063031144,1,57,58
11/2/2000,1629637,25-29,221,560401,4710043131703,1,83,115
11/2/2000,798983,35-39,115,530101,4903111145744,1,38,49
11/2/2000,1165647,45-49,115,120105,4719090105019,1,28,28
11/2/2000,886628,35-39,115,100323,4713600888881,1,17,24
11/2/2000,740609,60-64,110,520227,20411893,1,24,36
11/2/2000,570565,30-34,Unknown,130204,4710105010182,1,48,54
11/2/2000,426282,40-44,115,110133,4710475001193,1,50,65
11/2/2000,921732,25-29,115,100515,4710058137059,1,49,68
11/2/2000,445467,25-29,115,500305,4710038850565,1,34,45
11/2/2000,81986,40-44,115,760158,4712552000587,1,23,32
11/2/2000,861052,40-44,115,530117,70501013304,1,58,72
11/2/2000,535021,35-39,221,100440,4710126170032,2,78,98
11/2/2000,898713,35-39,115,100407,4712067898877,1,30,42
11/2/2000,323215,40-44,221,720136,4975144150569,1,80,99
11/2/2000,426282,40-44,115,110505,4711371850229,2,40,50
11/2/2000,42963,55-59,221,500903,4712076005013,1,28,45
11/2/2000,570565,30-34,Unknown,500304,4710038850589,2,48,60
11/2/2000,399449,30-34,115,500705,4715747122279,1,117,169
11/2/2000,909303,,115,100205,4712466000857,1,47,59
11/2/2000,402590,55-59,221,130315,4714981010038,2,56,48
11/2/2000,1165647,45-49,115,120103,4710011405133,1,23,29
11/2/2000,426282,40-44,115,110118,4710883000061,1,38,48
11/2/2000,415484,60-64,115,110411,4710088412218,2,58,72
11/2/2000,1395730,40-44,114,530110,4710094021732,1,171,199
11/2/2000,865388,55-59,115,100201,4712019100591,1,40,49
11/2/2000,1023299,30-34,221,110136,4710088410207,1,44,55
11/2/2000,1075717,30-34,115,711103,20548094,1,380,465
11/2/2000,921732,25-29,115,100206,4710047502684,1,19,25
11/2/2000,1600353,45-49,115,110202,4712031000428,1,26,32
11/2/2000,1093476,45-49,115,100433,4712048870144,1,48,56
11/2/2000,1282375,50-54,221,110507,4710172030021,1,112,137
11/2/2000,1600643,35-39,221,100505,4710085126989,1,25,30
11/2/2000,426282,40-44,115,110508,4719474000244,1,83,108
11/2/2000,399425,45-49,115,130106,4711022100031,1,17,21
11/2/2000,303392,35-39,221,100205,4710126010130,1,64,79
11/2/2000,399449,30-34,115,500201,4712425010712,1,128,139
11/2/2000,443531,45-49,115,110136,4710008241126,1,22,32
11/2/2000,920971,40-44,115,530301,4710120560235,2,140,158
11/2/2000,950565,40-44,115,120103,4710697561048,1,64,65
11/2/2000,1359145,>65,221,120110,4710126091658,1,75,89
11/2/2000,866392,40-44,221,120101,4710093080075,1,101,119
11/2/2000,669535,45-49,115,100511,4710594912028,2,70,104
11/2/2000,236645,35-39,Unknown,500301,4711046199523,1,45,60
11/2/2000,631020,30-34,115,110403,4710175565162,1,31,38
11/2/2000,1525144,30-34,221,530209,4710731060124,1,42,50
11/2/2000,998512,30-34,221,760235,4713888602810,2,36,50
11/2/2000,1433067,40-44,115,320103,4710644000125,1,171,225
11/2/2000,993869,30-34,221,110411,4710008212133,1,13,17
11/2/2000,1054743,40-44,115,320509,4710347781406,3,156,237
11/2/2000,1243635,40-44,115,100510,4710043004731,1,188,261
11/2/2000,1437768,40-44,115,120105,4719090105002,1,28,28
11/2/2000,1659726,25-29,221,100110,4953923000960,1,50,62
11/2/2000,1433067,40-44,115,300604,4531632415918,3,699,990
11/2/2000,137027,30-34,221,120103,4710697561048,1,64,65
11/2/2000,321433,40-44,221,130315,4714981010038,3,84,72
11/2/2000,975186,35-39,221,110401,4710088410139,2,86,78
11/2/2000,196765,55-59,115,110404,79763111254,1,36,45
11/2/2000,426282,40-44,115,110401,4710088410139,1,43,39
11/2/2000,543125,25-29,115,110411,4710199013298,1,31,38
11/2/2000,321433,40-44,221,130308,4710290001064,6,132,174
11/2/2000,397391,40-44,221,100511,4710110222228,3,51,63
11/2/2000,790109,30-34,115,130203,4710088434241,1,28,26
11/2/2000,906456,25-29,115,130206,20415723,1,52,62
11/2/2000,628662,50-54,Others,110107,4903065058022,1,60,78
11/2/2000,886628,35-39,115,120109,4713154428281,1,25,33
11/2/2000,982771,35-39,221,110117,4710883000092,1,25,31
11/2/2000,82723,40-44,115,130315,4714981010038,1,28,24
11/2/2000,1163919,30-34,221,110502,4710167111018,2,172,170
11/2/2000,679701,40-44,Others,110401,4710088410139,2,86,78
11/2/2000,1093476,45-49,115,100201,4710174003795,1,60,77
11/2/2000,1574203,50-54,115,500545,4713452600044,1,350,456
11/2/2000,334563,40-44,Unknown,110504,4710323168092,1,20,25
11/2/2000,1507126,35-39,221,120103,4710011401128,1,23,29
11/2/2000,356220,60-64,115,120101,4719090302012,1,100,126
11/2/2000,334563,40-44,Unknown,110136,4710008241133,2,50,64
11/2/2000,1023299,30-34,221,100511,4710294110113,4,48,60
11/2/2000,922869,35-39,115,110411,4710085120680,1,17,24
11/2/2000,629539,40-44,115,100205,4710176021445,1,14,18
11/2/2000,161084,40-44,110,500317,4711390437081,1,65,69
11/2/2000,540681,30-34,115,110502,4710012722512,2,74,92
11/2/2000,323215,40-44,221,730708,4965736044543,1,60,89
11/2/2000,921732,25-29,115,100218,4710022239598,1,55,68
11/2/2000,161084,40-44,110,100311,8801687000206,2,90,118
11/2/2000,1224306,35-39,115,530206,4713080000100,1,70,85
11/2/2000,1183054,30-34,221,110411,4710008212133,1,13,17
11/2/2000,631020,30-34,115,100507,4710094699078,1,37,45
11/2/2000,1165647,45-49,115,100401,9300605115682,1,213,240
11/2/2000,1191004,25-29,115,110401,4710088410610,1,19,26
11/2/2000,1598681,30-34,115,110515,4710626844457,1,79,91
11/2/2000,1191141,30-34,115,760711,4719857500323,1,44,68
11/2/2000,1163919,30-34,221,110404,4710515533066,1,40,50
11/2/2000,426282,40-44,115,120101,4711684600542,1,144,165
11/2/2000,1075717,30-34,115,730801,4716859001742,1,1600,1990
11/2/2000,82723,40-44,115,100507,4710058172012,1,54,68
11/2/2000,161084,40-44,110,100303,4710189013239,1,38,48
11/2/2000,628662,50-54,Others,110507,4710010020054,1,21,25
11/2/2000,1186987,>65,115,100311,8804108010105,1,51,69
11/2/2000,982771,35-39,221,120101,4710321871055,1,95,99
11/2/2000,828222,40-44,221,560402,4710498123339,2,916,938
11/2/2000,1451115,30-34,110,120103,4710011432856,2,52,56
11/2/2000,1451115,30-34,110,120115,4714242862710,1,34,47
11/2/2000,910378,,115,130204,4710105010113,1,48,51
11/2/2000,909303,,115,100305,4712763100137,1,33,42
11/2/2000,1238747,35-39,115,320201,4710431193450,1,49,79
11/2/2000,445443,>65,115,110506,4710010010017,1,123,149
11/2/2000,1451115,30-34,110,100203,4711681000048,3,45,57
11/2/2000,1600353,45-49,115,100205,4710247005671,1,72,89
11/2/2000,506618,35-39,115,130315,4714981010038,1,28,24
11/2/2000,1425055,35-39,115,500538,2250078000251,1,73,89
11/2/2000,1175196,30-34,115,130106,4710583350701,2,20,26
11/2/2000,217361,45-49,115,130404,4710057830050,2,110,132
11/2/2000,570565,30-34,Unknown,100205,4710176123798,1,60,75
11/2/2000,828222,40-44,221,130315,4714981010038,1,28,24
11/2/2000,878586,30-34,221,500202,4713071811159,1,66,59
11/2/2000,1054743,40-44,115,320206,4710347876409,1,49,69
11/2/2000,1284263,30-34,221,320509,4710717900666,1,54,75
11/2/2000,1359145,>65,221,130106,4710583350718,2,20,25
11/2/2000,941440,35-39,115,520473,4713247002138,1,110,129
11/2/2000,1292459,40-44,115,130206,4711080010112,1,34,40
11/2/2000,1425055,35-39,115,110511,4710254031359,1,32,42
11/2/2000,910378,,115,110404,4710175567128,2,40,50
11/2/2000,1224306,35-39,115,540215,4719850279325,1,275,399
11/2/2000,838054,60-64,115,120101,4719090301084,2,84,110
11/2/2000,1634518,30-34,115,130106,4711022100017,1,17,21
11/2/2000,1731248,35-39,221,110410,4710088411440,2,80,91
11/2/2000,1191004,25-29,115,100202,9556121000234,1,33,40
11/2/2000,1591514,35-39,115,130316,4710706723009,1,95,120
11/2/2000,1433067,40-44,115,110103,4711985100024,2,112,138
11/2/2000,1068610,35-39,110,100208,4710144201404,1,79,85
11/2/2000,161084,40-44,110,100311,8804108010105,1,51,69
11/2/2000,570565,30-34,Unknown,530301,4710186183034,1,171,215
11/2/2000,1175196,30-34,115,530101,4710036000627,1,45,55
11/2/2000,941440,35-39,115,530205,4710731012147,1,34,45
11/2/2000,993869,30-34,221,100102,8000500003787,1,129,155
11/2/2000,1282375,50-54,221,530105,4710168102206,1,110,128
11/2/2000,1425055,35-39,115,100507,4710094097768,1,37,45
11/2/2000,1666052,35-39,115,120103,4711524001041,1,23,25
11/2/2000,1546439,35-39,Others,570309,4713627911722,1,41,55
11/2/2000,1747300,30-34,221,100203,4710861100011,4,60,76
11/2/2000,1557824,40-44,110,530104,4710068534138,1,128,168
11/2/2000,424172,35-39,115,100511,4710294110809,7,266,336
11/2/2000,48590,50-54,221,120103,4711524000457,1,17,20
11/2/2000,468718,35-39,115,130303,4710046031505,1,34,42
11/2/2000,1365207,40-44,115,120104,4710030343508,1,78,78
11/2/2000,1157505,35-39,115,530408,4713089002006,2,330,358
11/2/2000,707985,35-39,221,560403,4710498123957,1,137,155
11/2/2000,838054,60-64,115,110401,4710088410139,2,86,78
11/2/2000,1600643,35-39,221,712901,4719854750202,1,63,79
11/2/2000,205115,45-49,115,100305,4714401007105,2,76,92
11/2/2000,861052,40-44,115,760103,4710177084258,1,114,159
11/2/2000,134941,50-54,115,100301,4710362020085,1,30,37
11/2/2000,1068610,35-39,110,110410,4710088411426,1,40,48
11/2/2000,1054743,40-44,115,500305,4710038850558,1,26,36
11/2/2000,666244,30-34,221,120110,4710011417426,1,34,44
11/2/2000,1451115,30-34,110,500108,2250271000072,1,9,14
11/2/2000,1068610,35-39,110,110401,4710088410139,1,43,39
11/2/2000,426282,40-44,115,110215,4710943101035,1,11,15
11/2/2000,1598681,30-34,115,120102,4710011408028,1,25,30
11/2/2000,1451115,30-34,110,120110,4710011417419,1,34,42
11/2/2000,1649574,45-49,105,100403,4901201101014,1,152,199
11/2/2000,1573879,55-59,221,500323,20448479,1,238,329
11/2/2000,1557824,40-44,110,100208,4710144201404,1,79,85
11/2/2000,1649574,45-49,105,760549,20513054,2,32,46
11/2/2000,1132502,50-54,115,320201,4710644074317,2,160,218
11/2/2000,982771,35-39,221,100443,4710043105124,1,135,158
11/2/2000,1557824,40-44,110,100310,4710030112203,2,158,198
11/2/2000,1033380,45-49,221,110401,4710088410610,2,38,49
11/2/2000,1683080,35-39,115,100210,4710126031906,1,77,94
11/2/2000,1400670,35-39,221,510315,4714499749017,1,35,55
11/2/2000,909303,,115,100507,4710094699078,2,74,90
11/2/2000,1598681,30-34,115,110405,4712598000015,1,37,45
11/2/2000,982771,35-39,221,720122,4713428000151,1,250,350
11/2/2000,982771,35-39,221,100507,4710632001622,1,30,38
11/2/2000,982771,35-39,221,130204,4710105045320,1,16,20
11/2/2000,1224306,35-39,115,500201,4712425010712,1,128,139
11/2/2000,1165647,45-49,115,120106,4710011402019,2,44,56
11/2/2000,1401752,<25,115,530105,4903301133964,1,122,168
11/2/2000,1601909,40-44,221,100408,4712067899270,2,180,270
11/2/2000,982771,35-39,221,110118,4710883000061,1,38,48
11/2/2000,217361,45-49,115,120107,4715163100127,1,147,177
11/2/2000,1500127,40-44,Others,560403,4710628070465,4,1128,1197
11/2/2000,1274233,60-64,221,760518,4716268095431,1,54,71
11/2/2000,666244,30-34,221,120110,4710011417433,1,34,44
11/2/2000,1592221,30-34,221,100432,5000311524702,1,56,66
11/2/2000,975186,35-39,221,110217,4710265849066,3,540,405
11/2/2000,666244,30-34,221,110411,4710085120093,1,20,19
11/2/2000,1546439,35-39,Others,500102,2250271000034,1,20,30
11/2/2000,1546439,35-39,Others,520424,4710017051136,1,18,26
11/2/2000,998512,30-34,221,100210,4710247001321,1,86,85
11/2/2000,1565539,25-29,115,530101,4710049001963,1,54,65
11/2/2000,1557824,40-44,110,100201,4710247005299,2,148,178
11/2/2000,1634518,30-34,115,130402,4711606020229,1,62,79
11/2/2000,1634518,30-34,115,130315,4714981010038,5,140,120
11/2/2000,1635126,40-44,221,500509,20515478,2,56,84
